Contract Number,Description,Start Date,End Date,Vendor Name,Total Amount,Amount Spent,Procurement Method,Trade Type,Category,Location,Contract Status
2332523,Human Resources - Employee Assistance Program Services - HUMAN3063586,2/1/2024,1/31/2026,NYC OFFICE OF LABOR RELATIONS,"$2,586,290.00",$0.00,GOV_TO_GOV,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CITYWIDE DEVELOPMENTS,Active
2320081,Various BX North-Sewer Rodding w/ Water Jetting including CCTV Camera Inspection ( PROCUR061875-Steverson),2/1/2024,1/31/2027,METROCITY RENOVATION INC,"$750,000.00","$69,030.00",SEALED BID,Service,PL-PLUMBING.1CM,BRONX PROPERTY MANAGEMENT,Active
2320082,Various BX South-Sewer Rodding with Water Jetting & CCTV Camera Inspection (PROCUR061876-Steverson),2/1/2024,1/31/2027,METROCITY RENOVATION INC,"$754,861.44","$34,500.00",SEALED BID,Service,PL-PLUMBING.1CM,BRONX PROPERTY MANAGEMENT,Active
2329820,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062863_SP),1/31/2024,1/30/2027,LEO BUILDERS CORP,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2329821,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062863_SP),1/31/2024,1/30/2027,MOHINDER CONSTRUCTION CORP,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2326789,Lead Hazard Control - Lead-Based Paint Visual Assessment Services in Dwelling Units and Building Interior Common Areas - LEADHA063155,1/30/2024,1/29/2026,PRIME TIME COMPANIES PC,"$7,284,416.67",$0.00,SEALED BID,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,LEAD HAZARD CONTROL DEPARTMENT,Active
2329828,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062864_SP),1/30/2024,1/29/2027,MANGAT CONSTRUCTION CORP.,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2329837,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062865_SP),1/30/2024,1/29/2027,MANGAT CONSTRUCTION CORP.,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2329819,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062863_SP),1/29/2024,1/28/2027,MANGAT CONSTRUCTION CORP.,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2406404,"Special Repair Projects - Borinquen Houses Fire Job - MSA 2121005, SPECIA063887",1/25/2024,4/30/2025,BELFOR USA GROUP INC.,"$10,798.00","$10,798.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BORINQUEN C.C.-C353,Active
2329822,CITYWIDE-IDIQ CONTRACT FOR INSTALLATION OF V/C FLOOR TILES IN APTS (PROCUR062863_SP),1/24/2024,1/30/2027,N ARJUN CONSTRUCTION CORP,"$249,999.99",$0.00,SMALL PURCHASE,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Active
2326691,Lead Hazard Control - Lead-Based Paint Visual Assessment Services in Dwelling Units and Building Interior Common Areas - LEADHA063155,1/23/2024,1/22/2026,"GENESIS ENVIRONMENTAL CONSULTANTS, INC.","$7,284,416.67",$0.00,SEALED BID,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,LEAD HAZARD CONTROL DEPARTMENT,Active
2330038,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$249,999.99",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330043,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330048,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330053,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330012,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063374)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$249,999.99","$249,742.22",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330058,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330063,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330017,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$249,999.99","$249,882.73",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330022,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$249,999.99","$249,652.39",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330027,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$249,999.99","$197,625.50",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2330032,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/23/2024,1/22/2025,JASLEEN CONSTRUCTION CORP,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROPERTIES & DEPARTMENTS,Active
2332007,"Materials Management Department - Forklifts, Electric, Training, Repair Services - GENERA063554",1/17/2024,1/16/2027,CONTINENTAL LIFT TRUCK INC.,"$500,000.00","$5,549.61",GOVERMENT LIST,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CITYWIDE DEVELOPMENTS,Active
2320164,Various MN South-Sewer Rodding with Water Jetting (PROCUR061881-Steverson),1/17/2024,1/16/2027,AMSJ CONSTRUCTION CORPORATION,"$762,300.17","$93,571.71",SEALED BID,Service,PL-PLUMBING.1CM,MANHATTAN PROPERTY MANAGEMENT,Active
2320792,Heating Services and Operations - The Implementation of the NYCHA Heating Training Center - HEATIN062594,1/16/2024,1/15/2025,HAMPDEN ENGINEERING CORPORATION,"$1,264,073.33","$632,036.67",NON-COMP – Single Source,Service,HE-TRAINING.1CM,HEATING MANAGEMENT SERVICES DEPARTMENT,Active
2322805,"Comprehensive Modernization - Comprehensive Modernization Design & Construction Services Project # 2, Todt Hill Houses - COMPRE060350",1/16/2024,4/20/2027,"SLSCO, LP","$150,280,000.00",$0.00,COMPETETIVE RFP,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COMPREHENSIVE MODERNIZATION (0905),Active
2406408,"Special Repair Projects - Soundview Houses Fire Job - MSA 2121005, SPECIA063888",1/12/2024,4/30/2025,BELFOR USA GROUP INC.,"$2,294.00","$2,294.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SOUNDVIEW CC -C537,Active
2330061,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/12/2024,1/11/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330066,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/12/2024,1/11/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2316071,"SMPD_MATERIALS_PEST CONTROL,VENDETTA PLUS,BED BUG COVERS,EXTERMINATOR",1/11/2024,1/10/2029,PEST SUPPLY SHOP INC,"$429,660.00","$20,980.00",SEALED BID,Materials,RESTRICTED.INSECTICIDES,CITYWIDE DEVELOPMENTS,Active
2330041,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330046,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330051,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330010,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063374)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99","$249,609.68",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330015,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063374)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99","$249,282.55",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330035,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330056,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330020,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99","$249,230.68",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330025,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99","$249,513.55",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330030,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/11/2024,1/10/2025,"SATGUR CONSTRUCTION, INC.","$249,999.99","$169,731.32",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2320088,Various BK South-Sewer Rodding with Water Jetting including CCTV Camera Inspection (PROCUR061879-Steverson),1/10/2024,1/9/2027,KC RESTORATION CORP,"$750,000.00","$114,882.00",SEALED BID,Service,PL-PLUMBING.1CM,BROOKLYN PROPERTY MANAGEMENT,Active
2320166,Various BK West-Sewer Rodding with Water Jetting & CCTV Inspection (PROCUR061878-Steverson),1/10/2024,1/9/2027,CLEAR LINE SEWER LLC,"$750,000.00","$55,559.06",SEALED BID,Service,PL-PLUMBING.1CM,BROOKLYN PROPERTY MANAGEMENT,Active
2320168,Various MN North- Sewer Rodding with Water Jetting including CCTV Inspection (PROCUR061880-Steverson),1/10/2024,1/9/2027,CLEAR LINE SEWER LLC,"$750,000.00","$16,125.75",SEALED BID,Service,PL-PLUMBING.1CM,MANHATTAN PROPERTY MANAGEMENT (0014),Active
2336350,SMD_Materials_ Maintenance Repair & Operation Supplies OGS PC 69878- Award 23262 Group 39000,1/8/2024,3/21/2028,"SID TOOL CO., INC. DBA/MSC INDUSTRIAL SUPPLY CO","$2,387,320.86","$336,909.83",GOVERMENT LIST,Materials,TOOLS.MISCELLANEOUS,CityWide/L.I.C. Warehouse,Active
2330042,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330047,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063378)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330052,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330011,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063374)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$249,999.99","$249,800.35",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330037,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063377)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330057,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330062,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063379)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330016,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$249,999.99","$249,081.47",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330021,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063375)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$249,999.99","$249,435.73",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330026,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$249,999.99","$249,928.25",SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2330031,"Var & Citywide- IDIQ MAINTENANCE PAINTING OF APARTMENTS, INTERIOR AND EXTERIOR PUBLIC SPACE WORK INCLUDING STAIRWELL PAINTING (FRP AND SILICATE SYSTEMS (PROCUR063376)",1/8/2024,1/7/2025,POPULAR SERVICES INC,"$250,000.00",$0.00,SMALL PURCHASE,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Active
2400433,"Bronx Property Management - Gun Hill Houses Glaze Bath Tubs - MSA 2119796, PROPER063744",1/5/2024,1/4/2025,BROWN POINT FACILITY MANAGEMENT SOLUTIONS LLC,"$5,200.00",$0.00,MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROPERTIES OR DEPARTMENTS,Active
2400318,"Special Repair Projects - Cooper Park Houses Fire Job - MSA 2121005, SPECIA063737",1/4/2024,1/3/2025,BELFOR USA GROUP INC.,"$21,129.00","$21,129.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COOPER PARK-0223,Active
2329671,"VP Public Safety - Emergency Fire Watch Services; Bronx, Brooklyn, Manhattan - VPPUBL063329",1/3/2024,1/2/2027,OVERWATCH SERVICES LLC DBA CITY SAFE PARTNERS SECURITY,"$154,118,450.30",$0.00,NON-COMP- Emergency,Service,SP-GUARD SERVICE.FIRE WATCH SERVICE,CITYWIDE DEVELOPMENTS,Active
2335095,"Pads for Scrubbing, Stripping, Polishing & Buffer Burnisher DCAS Contract #20201201126",1/2/2024,1/1/2029,N.Y.S. INDUSTRIES FOR THE DISABLED,"$369,396.20","$15,311.87",PREFERRED SOURCE,Materials,MACHINERY.MACHINES - FLOOR POLISHING,CITYWIDE DEVELOPMENTS,Active
2400301,Leased Housing - RAD for Reid Park Rock Rehabs - LEASED063733,1/1/2024,6/30/2026,NYC PACT PRESERVATION PARTNERS LLC,"$4,482,900.00","$101,964.00",NON-COMP - HUD authorized,Service,AR-AFFORDABILITY & RENTAL ASSISTANCE.1CM,CITYWIDE DEVELOPMENTS,Active
2402671,REAL ESTATE SERVICES - MONTHLY SUNDRIES EXPENSES FY 2024 (REALES063711),1/1/2024,3/31/2025,FORDHAM RENAISSANCE ASSOC - NM00002520,$0.00,"$2,167.64",SMALL PURCHASE,Service,SM-SMALL PURCHASE.RENTAL,REAL ESTATE SERVICES,Active
2400480,Monthly Sundries & Covid-19 Cleaning Expenses FY 2024 - REALES063707,1/1/2024,3/31/2025,90 CHURCH STREET LIMITED PARTNERSHIP,"$725,000.00","$81,867.59",NON-COMP - Sole Source,Service,RE-RENT.1CM,DEPARTMENT OF REAL ESTATE SERVICES (DRES),Active
2307407,"VBNS PA-VOIP,POTS,FIOS,Dedicated Internet, ELAN & MSA offerings ITVPFO062245",1/1/2024,12/31/2028,VERIZON COMMUNICATIONS INC DBA/VERIZON BUSINESS NETWORK SERVICES LLC,"$35,000,000.00","$579,956.26",GOV_TO_GOV,Service,IT-MAINTENANCE CONTRACTS.1CM,IT INFRASTRUCTURE,Active
2400485,Monthly Sundries & Covid-19 Cleaning Expenses FY 2024 - REALES063709,1/1/2024,3/31/2025,IPG LIC 49TH AVE LOWER FLOOR UNITS PROPERTY OWNER LLC,"$275,000.00","$15,578.20",NON-COMP - HUD authorized,Service,RE-RENT.1CM,DEPARTMENT OF REAL ESTATE SERVICES (DRES),Active
2400489,Monthly Sundries & Covid-19 Cleaning Expenses FY 2024 - REALES063712,1/1/2024,3/31/2025,VANDERBILT ASSOCIATES OWNER LP,"$400,000.00","$58,087.20",NON-COMP - HUD authorized,Service,RE-RENT.1CM,DEPARTMENT OF REAL ESTATE SERVICES (DRES),Active
2332249,Evergreen Emergency Mass Notification ITVPFO063426,12/29/2023,12/28/2028,EVERBRIDGE INC,"$483,374.02","$483,374.02",GOV_TO_GOV,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,IT INFRASTRUCTURE,Active
2336442,"TEMPO - Bronx River Houses Gym Floor Repair - MSA 2119796, TEMPO0063714",12/29/2023,12/28/2024,BROWN POINT FACILITY MANAGEMENT SOLUTIONS LLC,"$15,600.00","$15,600.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BRONX RIVER-0533,Active
2336445,"TEMPO - Bronx River Housing Labor for Screen and 2 Coats - MSA 2119796, TEMPO0063714",12/29/2023,12/28/2024,BROWN POINT FACILITY MANAGEMENT SOLUTIONS LLC,"$11,700.00","$11,700.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BRONX RIVER-0533,Active
2336055,NYCHA RFQ63697 Canon TZ-30000,12/29/2023,12/28/2028,"LESLIE DIGITAL IMAGING, LLC","$37,186.42",$0.00,GOVERMENT LIST,Service,IT-MAINTENANCE CONTRACTS.1CM,LONG ISLAND CITY (LIC) DEPOT,Active
2323701,MORRIS I HOUSES - ROOFING REPLACEMENT AND ROOFTOP STRUCTURE RENOVATION (MOVARIS #131618 - P.MEHTA),12/29/2023,6/19/2025,"ROMA SCAFFOLDING, INC.","$13,411,000.00",$0.00,SEALED BID,Decar,RF-ROOF.1CM,GOUVERNEUR MORR-0239,Active
2332830,Citywide with a Queens and SI Focus General Welding- Movaris VPFOR061826,12/28/2023,12/27/2026,SIMCO ENTERPRISES CORP,"$10,000,000.00","$720,560.04",SEALED BID,Service,ST-STRUCTURAL.1CM,QUEENS-SI PROPERTY MANAGEMENT (0122),Active
2320083,Various BK East- Sewer Rodding with Water Jetting (PROCUR061877-Steverson),12/26/2023,12/25/2026,KC RESTORATION CORP,"$750,000.00","$351,919.50",SEALED BID,Decar,PL-PLUMBING.1CM,BROOKLYN PROPERTY MANAGEMENT,Active
2325518,VAN DYKE I HOUSES - ROOFING REPLACEMENT AND ROOFTOP STRUCTURE RENOVATION (MOVARIS #160412 - M.NACI),12/20/2023,12/19/2025,J&N CONSTRUCTION GROUP CORP,"$41,893,853.00","$41,893,853.00",SEALED BID,Decar,RF-ROOF.1CM,VAN DYKE-0216,Active
2335970,"Special Repair Projects - Baruch Houses Fire Job - MSA 2121005, SPECIA063701",12/20/2023,12/19/2024,BELFOR USA GROUP INC.,"$8,235.00","$8,235.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BARUCH C.C.-C215,Active
2335838,"Speical Repair Projects - Unity Plaza Fire Job - MSA 2121005, SPECIA063691",12/19/2023,12/18/2024,BELFOR USA GROUP INC.,"$44,350.00","$44,350.00",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,UNITY PLAZA CC-C375,Active
2335840,"Special Repair Projects - Webster Houses Fire Job - MSA 2121005, SPECIA063690",12/19/2023,12/18/2024,BELFOR USA GROUP INC.,"$22,473.00","$22,456.83",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,DANIEL WEBSTER-0231,Active
2335848,"Special Repair Projects - Tilden Houses Fire Job - MSA 2121005, SPECIA063689",12/19/2023,12/18/2024,BELFOR USA GROUP INC.,"$10,926.00","$9,056.40",MSA - Task Order Agreement,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SAMUEL TILDEN-0233,Active
